# H4_MM(GMSR) EOS. Reference paper: G.Grams, J.Margueron, R.Somasundaram, and S.Reddy, EPJA (2022) 58:56. https://doi.org/10.1140/epja/s10050-022-00706-w 
# Outer-Inner Crust Transition :
# nB_inner =   2.5282142292259004E-004 fm-3, rho =   7.1798191275380834      MeV/fm3, P =   5.4763060342489047E-004 MeV/fm3,  mu_cl_n =   2.6651916429173218E-004 MeV
# Crust-Core Transition:	
# nB_cc =   9.0609997736513612E-002 fm-3. rho =   18.131463559875652      MeV/fm3, P =  0.47616516763123967      MeV/fm3,  mu_cl_n_ =   9.0609997736513612E-002 MeV
#   nB(fm-3),        Acl,         Zcl,          ncl (fm-3),        Ye,        ng (fm-3),     V_WS (fm^3),  E/A-m_n (MeV),  P (MeV/fm^3),  mu_cl_n (MeV),     mu_cl_p (MeV)  
     0.1111E-01     0.1320E+03     0.3274E+02     0.1493E+00     0.3037E-01     0.9840E-02     0.9703E+05     0.2725E+01     0.1979E-01     0.4373E+01    -0.3638E+02
     0.1121E-01     0.1321E+03     0.3273E+02     0.1492E+00     0.3030E-01     0.9930E-02     0.9638E+05     0.2740E+01     0.2006E-01     0.4397E+01    -0.3645E+02
     0.1131E-01     0.1323E+03     0.3273E+02     0.1491E+00     0.3023E-01     0.1002E-01     0.9573E+05     0.2755E+01     0.2033E-01     0.4420E+01    -0.3652E+02
     0.1141E-01     0.1325E+03     0.3272E+02     0.1490E+00     0.3016E-01     0.1011E-01     0.9509E+05     0.2770E+01     0.2061E-01     0.4444E+01    -0.3659E+02
     0.1151E-01     0.1327E+03     0.3272E+02     0.1489E+00     0.3009E-01     0.1020E-01     0.9445E+05     0.2784E+01     0.2088E-01     0.4467E+01    -0.3666E+02
     0.1161E-01     0.1329E+03     0.3271E+02     0.1489E+00     0.3003E-01     0.1029E-01     0.9383E+05     0.2799E+01     0.2116E-01     0.4490E+01    -0.3673E+02
     0.1171E-01     0.1331E+03     0.3271E+02     0.1488E+00     0.2997E-01     0.1038E-01     0.9321E+05     0.2814E+01     0.2143E-01     0.4513E+01    -0.3680E+02
     0.1181E-01     0.1332E+03     0.3270E+02     0.1487E+00     0.2991E-01     0.1047E-01     0.9259E+05     0.2828E+01     0.2171E-01     0.4536E+01    -0.3687E+02
     0.1191E-01     0.1334E+03     0.3270E+02     0.1486E+00     0.2985E-01     0.1056E-01     0.9198E+05     0.2843E+01     0.2199E-01     0.4559E+01    -0.3694E+02
     0.1201E-01     0.1336E+03     0.3269E+02     0.1485E+00     0.2979E-01     0.1065E-01     0.9138E+05     0.2857E+01     0.2228E-01     0.4582E+01    -0.3701E+02
     0.1211E-01     0.1338E+03     0.3269E+02     0.1484E+00     0.2973E-01     0.1074E-01     0.9079E+05     0.2872E+01     0.2256E-01     0.4605E+01    -0.3707E+02
     0.1221E-01     0.1340E+03     0.3268E+02     0.1483E+00     0.2967E-01     0.1083E-01     0.9020E+05     0.2886E+01     0.2284E-01     0.4628E+01    -0.3714E+02
     0.1231E-01     0.1341E+03     0.3267E+02     0.1482E+00     0.2962E-01     0.1092E-01     0.8961E+05     0.2901E+01     0.2313E-01     0.4650E+01    -0.3721E+02
     0.1241E-01     0.1343E+03     0.3267E+02     0.1481E+00     0.2957E-01     0.1101E-01     0.8903E+05     0.2915E+01     0.2342E-01     0.4673E+01    -0.3728E+02
     0.1251E-01     0.1345E+03     0.3266E+02     0.1480E+00     0.2952E-01     0.1110E-01     0.8846E+05     0.2929E+01     0.2371E-01     0.4696E+01    -0.3735E+02
     0.1261E-01     0.1347E+03     0.3266E+02     0.1479E+00     0.2946E-01     0.1119E-01     0.8790E+05     0.2943E+01     0.2400E-01     0.4718E+01    -0.3742E+02
     0.1271E-01     0.1349E+03     0.3265E+02     0.1479E+00     0.2942E-01     0.1128E-01     0.8734E+05     0.2957E+01     0.2429E-01     0.4741E+01    -0.3748E+02
     0.1281E-01     0.1351E+03     0.3265E+02     0.1478E+00     0.2937E-01     0.1137E-01     0.8678E+05     0.2971E+01     0.2458E-01     0.4763E+01    -0.3755E+02
     0.1291E-01     0.1352E+03     0.3264E+02     0.1477E+00     0.2932E-01     0.1146E-01     0.8623E+05     0.2986E+01     0.2488E-01     0.4785E+01    -0.3762E+02
     0.1301E-01     0.1354E+03     0.3263E+02     0.1476E+00     0.2927E-01     0.1155E-01     0.8569E+05     0.3000E+01     0.2518E-01     0.4808E+01    -0.3769E+02
     0.1311E-01     0.1356E+03     0.3263E+02     0.1475E+00     0.2923E-01     0.1164E-01     0.8515E+05     0.3014E+01     0.2547E-01     0.4830E+01    -0.3775E+02
     0.1321E-01     0.1358E+03     0.3262E+02     0.1474E+00     0.2918E-01     0.1173E-01     0.8462E+05     0.3027E+01     0.2577E-01     0.4852E+01    -0.3782E+02
     0.1331E-01     0.1360E+03     0.3262E+02     0.1473E+00     0.2914E-01     0.1182E-01     0.8409E+05     0.3041E+01     0.2607E-01     0.4874E+01    -0.3789E+02
     0.1341E-01     0.1361E+03     0.3261E+02     0.1472E+00     0.2910E-01     0.1191E-01     0.8357E+05     0.3055E+01     0.2637E-01     0.4896E+01    -0.3795E+02
     0.1351E-01     0.1363E+03     0.3260E+02     0.1471E+00     0.2906E-01     0.1200E-01     0.8305E+05     0.3069E+01     0.2668E-01     0.4918E+01    -0.3802E+02
     0.1361E-01     0.1365E+03     0.3260E+02     0.1471E+00     0.2902E-01     0.1209E-01     0.8254E+05     0.3083E+01     0.2698E-01     0.4940E+01    -0.3809E+02
     0.1371E-01     0.1367E+03     0.3259E+02     0.1470E+00     0.2898E-01     0.1218E-01     0.8203E+05     0.3096E+01     0.2729E-01     0.4962E+01    -0.3815E+02
     0.1381E-01     0.1369E+03     0.3258E+02     0.1469E+00     0.2894E-01     0.1227E-01     0.8153E+05     0.3110E+01     0.2760E-01     0.4984E+01    -0.3822E+02
     0.1391E-01     0.1370E+03     0.3258E+02     0.1468E+00     0.2890E-01     0.1236E-01     0.8103E+05     0.3124E+01     0.2790E-01     0.5005E+01    -0.3829E+02
     0.1401E-01     0.1372E+03     0.3257E+02     0.1467E+00     0.2887E-01     0.1245E-01     0.8054E+05     0.3137E+01     0.2821E-01     0.5027E+01    -0.3835E+02
     0.1411E-01     0.1374E+03     0.3257E+02     0.1466E+00     0.2883E-01     0.1254E-01     0.8005E+05     0.3151E+01     0.2853E-01     0.5049E+01    -0.3842E+02
     0.1421E-01     0.1376E+03     0.3256E+02     0.1465E+00     0.2880E-01     0.1263E-01     0.7957E+05     0.3164E+01     0.2884E-01     0.5070E+01    -0.3849E+02
     0.1431E-01     0.1377E+03     0.3255E+02     0.1464E+00     0.2876E-01     0.1272E-01     0.7909E+05     0.3178E+01     0.2915E-01     0.5092E+01    -0.3855E+02
     0.1441E-01     0.1379E+03     0.3255E+02     0.1463E+00     0.2873E-01     0.1281E-01     0.7861E+05     0.3191E+01     0.2947E-01     0.5113E+01    -0.3862E+02
     0.1451E-01     0.1381E+03     0.3254E+02     0.1463E+00     0.2870E-01     0.1290E-01     0.7814E+05     0.3205E+01     0.2978E-01     0.5134E+01    -0.3868E+02
     0.1461E-01     0.1383E+03     0.3253E+02     0.1462E+00     0.2867E-01     0.1299E-01     0.7768E+05     0.3218E+01     0.3010E-01     0.5156E+01    -0.3875E+02
     0.1471E-01     0.1385E+03     0.3253E+02     0.1461E+00     0.2863E-01     0.1308E-01     0.7722E+05     0.3231E+01     0.3042E-01     0.5177E+01    -0.3881E+02
     0.1481E-01     0.1386E+03     0.3252E+02     0.1460E+00     0.2860E-01     0.1317E-01     0.7676E+05     0.3245E+01     0.3074E-01     0.5198E+01    -0.3888E+02
     0.1491E-01     0.1388E+03     0.3251E+02     0.1459E+00     0.2857E-01     0.1326E-01     0.7631E+05     0.3258E+01     0.3106E-01     0.5219E+01    -0.3895E+02
     0.1501E-01     0.1390E+03     0.3250E+02     0.1458E+00     0.2855E-01     0.1335E-01     0.7586E+05     0.3271E+01     0.3138E-01     0.5240E+01    -0.3901E+02
     0.1511E-01     0.1392E+03     0.3250E+02     0.1457E+00     0.2852E-01     0.1343E-01     0.7542E+05     0.3284E+01     0.3171E-01     0.5262E+01    -0.3908E+02
     0.1521E-01     0.1393E+03     0.3249E+02     0.1456E+00     0.2849E-01     0.1352E-01     0.7498E+05     0.3297E+01     0.3203E-01     0.5282E+01    -0.3914E+02
     0.1531E-01     0.1395E+03     0.3248E+02     0.1456E+00     0.2846E-01     0.1361E-01     0.7454E+05     0.3311E+01     0.3236E-01     0.5303E+01    -0.3921E+02
     0.1541E-01     0.1397E+03     0.3248E+02     0.1455E+00     0.2844E-01     0.1370E-01     0.7411E+05     0.3324E+01     0.3269E-01     0.5324E+01    -0.3927E+02
     0.1551E-01     0.1399E+03     0.3247E+02     0.1454E+00     0.2841E-01     0.1379E-01     0.7368E+05     0.3337E+01     0.3302E-01     0.5345E+01    -0.3933E+02
     0.1561E-01     0.1400E+03     0.3246E+02     0.1453E+00     0.2839E-01     0.1388E-01     0.7326E+05     0.3350E+01     0.3335E-01     0.5366E+01    -0.3940E+02
     0.1571E-01     0.1402E+03     0.3245E+02     0.1452E+00     0.2836E-01     0.1397E-01     0.7284E+05     0.3363E+01     0.3368E-01     0.5387E+01    -0.3946E+02
     0.1581E-01     0.1404E+03     0.3245E+02     0.1451E+00     0.2834E-01     0.1406E-01     0.7242E+05     0.3376E+01     0.3401E-01     0.5407E+01    -0.3953E+02
     0.1591E-01     0.1406E+03     0.3244E+02     0.1450E+00     0.2831E-01     0.1415E-01     0.7201E+05     0.3389E+01     0.3434E-01     0.5428E+01    -0.3959E+02
     0.1601E-01     0.1407E+03     0.3243E+02     0.1450E+00     0.2829E-01     0.1424E-01     0.7160E+05     0.3401E+01     0.3468E-01     0.5448E+01    -0.3966E+02
     0.1611E-01     0.1409E+03     0.3242E+02     0.1449E+00     0.2827E-01     0.1433E-01     0.7120E+05     0.3414E+01     0.3501E-01     0.5469E+01    -0.3972E+02
     0.1621E-01     0.1411E+03     0.3242E+02     0.1448E+00     0.2825E-01     0.1442E-01     0.7079E+05     0.3427E+01     0.3535E-01     0.5489E+01    -0.3978E+02
     0.1631E-01     0.1413E+03     0.3241E+02     0.1447E+00     0.2823E-01     0.1450E-01     0.7040E+05     0.3440E+01     0.3569E-01     0.5510E+01    -0.3985E+02
     0.1641E-01     0.1414E+03     0.3240E+02     0.1446E+00     0.2821E-01     0.1459E-01     0.7000E+05     0.3453E+01     0.3603E-01     0.5530E+01    -0.3991E+02
     0.1651E-01     0.1416E+03     0.3239E+02     0.1445E+00     0.2819E-01     0.1468E-01     0.6961E+05     0.3465E+01     0.3637E-01     0.5550E+01    -0.3997E+02
     0.1661E-01     0.1418E+03     0.3239E+02     0.1444E+00     0.2817E-01     0.1477E-01     0.6923E+05     0.3478E+01     0.3671E-01     0.5570E+01    -0.4004E+02
     0.1671E-01     0.1420E+03     0.3238E+02     0.1444E+00     0.2815E-01     0.1486E-01     0.6884E+05     0.3491E+01     0.3705E-01     0.5590E+01    -0.4010E+02
     0.1681E-01     0.1421E+03     0.3237E+02     0.1443E+00     0.2813E-01     0.1495E-01     0.6846E+05     0.3503E+01     0.3739E-01     0.5611E+01    -0.4016E+02
     0.1691E-01     0.1423E+03     0.3236E+02     0.1442E+00     0.2811E-01     0.1504E-01     0.6808E+05     0.3516E+01     0.3774E-01     0.5631E+01    -0.4023E+02
     0.1701E-01     0.1425E+03     0.3235E+02     0.1441E+00     0.2809E-01     0.1513E-01     0.6771E+05     0.3528E+01     0.3808E-01     0.5651E+01    -0.4029E+02
     0.1711E-01     0.1427E+03     0.3235E+02     0.1440E+00     0.2807E-01     0.1522E-01     0.6734E+05     0.3541E+01     0.3843E-01     0.5671E+01    -0.4035E+02
     0.1721E-01     0.1428E+03     0.3234E+02     0.1439E+00     0.2806E-01     0.1530E-01     0.6697E+05     0.3553E+01     0.3878E-01     0.5690E+01    -0.4042E+02
     0.1731E-01     0.1430E+03     0.3233E+02     0.1438E+00     0.2804E-01     0.1539E-01     0.6661E+05     0.3566E+01     0.3913E-01     0.5710E+01    -0.4048E+02
     0.1741E-01     0.1432E+03     0.3232E+02     0.1438E+00     0.2802E-01     0.1548E-01     0.6625E+05     0.3578E+01     0.3948E-01     0.5730E+01    -0.4054E+02
     0.1751E-01     0.1434E+03     0.3231E+02     0.1437E+00     0.2801E-01     0.1557E-01     0.6589E+05     0.3591E+01     0.3983E-01     0.5750E+01    -0.4060E+02
     0.1761E-01     0.1435E+03     0.3231E+02     0.1436E+00     0.2799E-01     0.1566E-01     0.6554E+05     0.3603E+01     0.4018E-01     0.5769E+01    -0.4067E+02
     0.1771E-01     0.1437E+03     0.3230E+02     0.1435E+00     0.2798E-01     0.1575E-01     0.6518E+05     0.3616E+01     0.4053E-01     0.5789E+01    -0.4073E+02
     0.1781E-01     0.1439E+03     0.3229E+02     0.1434E+00     0.2796E-01     0.1584E-01     0.6484E+05     0.3628E+01     0.4089E-01     0.5809E+01    -0.4079E+02
     0.1791E-01     0.1440E+03     0.3228E+02     0.1433E+00     0.2795E-01     0.1592E-01     0.6449E+05     0.3640E+01     0.4124E-01     0.5828E+01    -0.4085E+02
     0.1801E-01     0.1442E+03     0.3227E+02     0.1433E+00     0.2793E-01     0.1601E-01     0.6415E+05     0.3652E+01     0.4160E-01     0.5848E+01    -0.4091E+02
     0.1811E-01     0.1444E+03     0.3226E+02     0.1432E+00     0.2792E-01     0.1610E-01     0.6381E+05     0.3665E+01     0.4196E-01     0.5867E+01    -0.4098E+02
     0.1821E-01     0.1446E+03     0.3226E+02     0.1431E+00     0.2791E-01     0.1619E-01     0.6347E+05     0.3677E+01     0.4231E-01     0.5886E+01    -0.4104E+02
     0.1831E-01     0.1447E+03     0.3225E+02     0.1430E+00     0.2789E-01     0.1628E-01     0.6314E+05     0.3689E+01     0.4267E-01     0.5906E+01    -0.4110E+02
     0.1841E-01     0.1449E+03     0.3224E+02     0.1429E+00     0.2788E-01     0.1637E-01     0.6281E+05     0.3701E+01     0.4303E-01     0.5925E+01    -0.4116E+02
     0.1851E-01     0.1451E+03     0.3223E+02     0.1428E+00     0.2787E-01     0.1646E-01     0.6248E+05     0.3713E+01     0.4340E-01     0.5944E+01    -0.4122E+02
     0.1861E-01     0.1453E+03     0.3222E+02     0.1428E+00     0.2786E-01     0.1654E-01     0.6215E+05     0.3725E+01     0.4376E-01     0.5963E+01    -0.4128E+02
     0.1871E-01     0.1454E+03     0.3221E+02     0.1427E+00     0.2785E-01     0.1663E-01     0.6183E+05     0.3738E+01     0.4412E-01     0.5983E+01    -0.4134E+02
     0.1881E-01     0.1456E+03     0.3220E+02     0.1426E+00     0.2783E-01     0.1672E-01     0.6151E+05     0.3750E+01     0.4448E-01     0.6002E+01    -0.4140E+02
     0.1891E-01     0.1458E+03     0.3220E+02     0.1425E+00     0.2782E-01     0.1681E-01     0.6119E+05     0.3762E+01     0.4485E-01     0.6021E+01    -0.4147E+02
     0.1901E-01     0.1459E+03     0.3219E+02     0.1424E+00     0.2781E-01     0.1690E-01     0.6088E+05     0.3774E+01     0.4522E-01     0.6040E+01    -0.4153E+02
     0.1911E-01     0.1461E+03     0.3218E+02     0.1423E+00     0.2780E-01     0.1699E-01     0.6057E+05     0.3786E+01     0.4558E-01     0.6059E+01    -0.4159E+02
     0.1921E-01     0.1463E+03     0.3217E+02     0.1423E+00     0.2779E-01     0.1707E-01     0.6026E+05     0.3798E+01     0.4595E-01     0.6077E+01    -0.4165E+02
     0.1931E-01     0.1465E+03     0.3216E+02     0.1422E+00     0.2778E-01     0.1716E-01     0.5995E+05     0.3809E+01     0.4632E-01     0.6096E+01    -0.4171E+02
     0.1941E-01     0.1466E+03     0.3215E+02     0.1421E+00     0.2777E-01     0.1725E-01     0.5965E+05     0.3821E+01     0.4669E-01     0.6115E+01    -0.4177E+02
     0.1951E-01     0.1468E+03     0.3214E+02     0.1420E+00     0.2776E-01     0.1734E-01     0.5934E+05     0.3833E+01     0.4706E-01     0.6134E+01    -0.4183E+02
     0.1961E-01     0.1470E+03     0.3213E+02     0.1419E+00     0.2775E-01     0.1743E-01     0.5904E+05     0.3845E+01     0.4743E-01     0.6152E+01    -0.4189E+02
     0.1971E-01     0.1471E+03     0.3213E+02     0.1418E+00     0.2774E-01     0.1751E-01     0.5875E+05     0.3857E+01     0.4780E-01     0.6171E+01    -0.4195E+02
     0.1981E-01     0.1473E+03     0.3212E+02     0.1418E+00     0.2774E-01     0.1760E-01     0.5845E+05     0.3869E+01     0.4818E-01     0.6190E+01    -0.4201E+02
     0.1991E-01     0.1475E+03     0.3211E+02     0.1417E+00     0.2773E-01     0.1769E-01     0.5816E+05     0.3880E+01     0.4855E-01     0.6208E+01    -0.4207E+02
     0.2001E-01     0.1476E+03     0.3210E+02     0.1416E+00     0.2772E-01     0.1778E-01     0.5787E+05     0.3892E+01     0.4893E-01     0.6227E+01    -0.4213E+02
     0.2011E-01     0.1478E+03     0.3209E+02     0.1415E+00     0.2771E-01     0.1787E-01     0.5758E+05     0.3904E+01     0.4930E-01     0.6245E+01    -0.4219E+02
     0.2021E-01     0.1480E+03     0.3208E+02     0.1414E+00     0.2770E-01     0.1796E-01     0.5730E+05     0.3916E+01     0.4968E-01     0.6264E+01    -0.4225E+02
     0.2031E-01     0.1482E+03     0.3207E+02     0.1414E+00     0.2770E-01     0.1804E-01     0.5701E+05     0.3927E+01     0.5006E-01     0.6282E+01    -0.4231E+02
     0.2041E-01     0.1483E+03     0.3206E+02     0.1413E+00     0.2769E-01     0.1813E-01     0.5673E+05     0.3939E+01     0.5044E-01     0.6300E+01    -0.4237E+02
     0.2051E-01     0.1485E+03     0.3205E+02     0.1412E+00     0.2768E-01     0.1822E-01     0.5645E+05     0.3951E+01     0.5082E-01     0.6318E+01    -0.4242E+02
     0.2061E-01     0.1487E+03     0.3204E+02     0.1411E+00     0.2767E-01     0.1831E-01     0.5618E+05     0.3962E+01     0.5120E-01     0.6337E+01    -0.4248E+02
     0.2071E-01     0.1488E+03     0.3203E+02     0.1410E+00     0.2767E-01     0.1840E-01     0.5590E+05     0.3974E+01     0.5158E-01     0.6355E+01    -0.4254E+02
     0.2081E-01     0.1490E+03     0.3202E+02     0.1410E+00     0.2766E-01     0.1848E-01     0.5563E+05     0.3985E+01     0.5196E-01     0.6373E+01    -0.4260E+02
     0.2091E-01     0.1492E+03     0.3202E+02     0.1409E+00     0.2766E-01     0.1857E-01     0.5536E+05     0.3997E+01     0.5234E-01     0.6391E+01    -0.4266E+02
     0.2101E-01     0.1493E+03     0.3201E+02     0.1408E+00     0.2765E-01     0.1866E-01     0.5509E+05     0.4008E+01     0.5273E-01     0.6409E+01    -0.4272E+02
     0.2111E-01     0.1495E+03     0.3200E+02     0.1407E+00     0.2764E-01     0.1875E-01     0.5483E+05     0.4020E+01     0.5311E-01     0.6427E+01    -0.4278E+02
     0.2121E-01     0.1497E+03     0.3199E+02     0.1406E+00     0.2764E-01     0.1883E-01     0.5457E+05     0.4031E+01     0.5350E-01     0.6445E+01    -0.4284E+02
     0.2131E-01     0.1498E+03     0.3198E+02     0.1405E+00     0.2763E-01     0.1892E-01     0.5430E+05     0.4043E+01     0.5388E-01     0.6463E+01    -0.4289E+02
     0.2141E-01     0.1500E+03     0.3197E+02     0.1405E+00     0.2763E-01     0.1901E-01     0.5404E+05     0.4054E+01     0.5427E-01     0.6481E+01    -0.4295E+02
     0.2151E-01     0.1502E+03     0.3196E+02     0.1404E+00     0.2762E-01     0.1910E-01     0.5379E+05     0.4065E+01     0.5466E-01     0.6499E+01    -0.4301E+02
     0.2161E-01     0.1504E+03     0.3195E+02     0.1403E+00     0.2762E-01     0.1919E-01     0.5353E+05     0.4077E+01     0.5505E-01     0.6516E+01    -0.4307E+02
     0.2171E-01     0.1505E+03     0.3194E+02     0.1402E+00     0.2761E-01     0.1927E-01     0.5328E+05     0.4088E+01     0.5544E-01     0.6534E+01    -0.4313E+02
     0.2181E-01     0.1507E+03     0.3193E+02     0.1401E+00     0.2761E-01     0.1936E-01     0.5303E+05     0.4099E+01     0.5583E-01     0.6552E+01    -0.4319E+02
     0.2191E-01     0.1509E+03     0.3192E+02     0.1401E+00     0.2760E-01     0.1945E-01     0.5278E+05     0.4111E+01     0.5622E-01     0.6569E+01    -0.4324E+02
     0.2201E-01     0.1510E+03     0.3191E+02     0.1400E+00     0.2760E-01     0.1954E-01     0.5253E+05     0.4122E+01     0.5661E-01     0.6587E+01    -0.4330E+02
     0.2211E-01     0.1512E+03     0.3190E+02     0.1399E+00     0.2760E-01     0.1962E-01     0.5228E+05     0.4133E+01     0.5700E-01     0.6605E+01    -0.4336E+02
     0.2221E-01     0.1514E+03     0.3189E+02     0.1398E+00     0.2759E-01     0.1971E-01     0.5204E+05     0.4144E+01     0.5740E-01     0.6622E+01    -0.4342E+02
     0.2231E-01     0.1515E+03     0.3188E+02     0.1398E+00     0.2759E-01     0.1980E-01     0.5180E+05     0.4156E+01     0.5779E-01     0.6639E+01    -0.4347E+02
     0.2241E-01     0.1517E+03     0.3187E+02     0.1397E+00     0.2758E-01     0.1989E-01     0.5156E+05     0.4167E+01     0.5819E-01     0.6657E+01    -0.4353E+02
     0.2251E-01     0.1519E+03     0.3186E+02     0.1396E+00     0.2758E-01     0.1997E-01     0.5132E+05     0.4178E+01     0.5858E-01     0.6674E+01    -0.4359E+02
     0.2261E-01     0.1520E+03     0.3185E+02     0.1395E+00     0.2758E-01     0.2006E-01     0.5108E+05     0.4189E+01     0.5898E-01     0.6692E+01    -0.4365E+02
     0.2271E-01     0.1522E+03     0.3184E+02     0.1394E+00     0.2757E-01     0.2015E-01     0.5085E+05     0.4200E+01     0.5938E-01     0.6709E+01    -0.4370E+02
     0.2281E-01     0.1524E+03     0.3183E+02     0.1394E+00     0.2757E-01     0.2024E-01     0.5061E+05     0.4211E+01     0.5978E-01     0.6726E+01    -0.4376E+02
     0.2291E-01     0.1525E+03     0.3182E+02     0.1393E+00     0.2757E-01     0.2032E-01     0.5038E+05     0.4222E+01     0.6017E-01     0.6743E+01    -0.4382E+02
     0.2301E-01     0.1527E+03     0.3181E+02     0.1392E+00     0.2757E-01     0.2041E-01     0.5015E+05     0.4233E+01     0.6057E-01     0.6761E+01    -0.4387E+02
     0.2311E-01     0.1529E+03     0.3180E+02     0.1391E+00     0.2756E-01     0.2050E-01     0.4993E+05     0.4244E+01     0.6098E-01     0.6778E+01    -0.4393E+02
     0.2321E-01     0.1530E+03     0.3179E+02     0.1390E+00     0.2756E-01     0.2059E-01     0.4970E+05     0.4255E+01     0.6138E-01     0.6795E+01    -0.4399E+02
     0.2331E-01     0.1532E+03     0.3178E+02     0.1390E+00     0.2756E-01     0.2067E-01     0.4947E+05     0.4266E+01     0.6178E-01     0.6812E+01    -0.4404E+02
     0.2341E-01     0.1534E+03     0.3177E+02     0.1389E+00     0.2756E-01     0.2076E-01     0.4925E+05     0.4277E+01     0.6218E-01     0.6829E+01    -0.4410E+02
     0.2351E-01     0.1535E+03     0.3176E+02     0.1388E+00     0.2755E-01     0.2085E-01     0.4903E+05     0.4288E+01     0.6259E-01     0.6846E+01    -0.4415E+02
     0.2361E-01     0.1537E+03     0.3175E+02     0.1387E+00     0.2755E-01     0.2094E-01     0.4881E+05     0.4299E+01     0.6299E-01     0.6863E+01    -0.4421E+02
     0.2371E-01     0.1539E+03     0.3174E+02     0.1387E+00     0.2755E-01     0.2102E-01     0.4859E+05     0.4310E+01     0.6339E-01     0.6880E+01    -0.4427E+02
     0.2381E-01     0.1540E+03     0.3173E+02     0.1386E+00     0.2755E-01     0.2111E-01     0.4838E+05     0.4321E+01     0.6380E-01     0.6896E+01    -0.4432E+02
     0.2391E-01     0.1542E+03     0.3172E+02     0.1385E+00     0.2755E-01     0.2120E-01     0.4816E+05     0.4332E+01     0.6421E-01     0.6913E+01    -0.4438E+02
     0.2401E-01     0.1544E+03     0.3171E+02     0.1384E+00     0.2755E-01     0.2129E-01     0.4795E+05     0.4343E+01     0.6461E-01     0.6930E+01    -0.4443E+02
     0.2411E-01     0.1545E+03     0.3170E+02     0.1383E+00     0.2754E-01     0.2137E-01     0.4774E+05     0.4354E+01     0.6502E-01     0.6947E+01    -0.4449E+02
     0.2421E-01     0.1547E+03     0.3169E+02     0.1383E+00     0.2754E-01     0.2146E-01     0.4753E+05     0.4364E+01     0.6543E-01     0.6963E+01    -0.4455E+02
     0.2431E-01     0.1549E+03     0.3168E+02     0.1382E+00     0.2754E-01     0.2155E-01     0.4732E+05     0.4375E+01     0.6584E-01     0.6980E+01    -0.4460E+02
     0.2441E-01     0.1550E+03     0.3167E+02     0.1381E+00     0.2754E-01     0.2163E-01     0.4711E+05     0.4386E+01     0.6625E-01     0.6997E+01    -0.4466E+02
     0.2451E-01     0.1552E+03     0.3166E+02     0.1380E+00     0.2754E-01     0.2172E-01     0.4690E+05     0.4397E+01     0.6666E-01     0.7013E+01    -0.4471E+02
     0.2461E-01     0.1554E+03     0.3165E+02     0.1380E+00     0.2754E-01     0.2181E-01     0.4670E+05     0.4407E+01     0.6707E-01     0.7030E+01    -0.4477E+02
     0.2471E-01     0.1555E+03     0.3164E+02     0.1379E+00     0.2754E-01     0.2190E-01     0.4650E+05     0.4418E+01     0.6748E-01     0.7046E+01    -0.4482E+02
     0.2481E-01     0.1557E+03     0.3163E+02     0.1378E+00     0.2754E-01     0.2198E-01     0.4629E+05     0.4429E+01     0.6790E-01     0.7063E+01    -0.4488E+02
     0.2491E-01     0.1559E+03     0.3162E+02     0.1377E+00     0.2754E-01     0.2207E-01     0.4609E+05     0.4439E+01     0.6831E-01     0.7079E+01    -0.4493E+02
     0.2501E-01     0.1560E+03     0.3161E+02     0.1377E+00     0.2754E-01     0.2216E-01     0.4590E+05     0.4450E+01     0.6873E-01     0.7096E+01    -0.4499E+02
     0.2511E-01     0.1562E+03     0.3160E+02     0.1376E+00     0.2754E-01     0.2224E-01     0.4570E+05     0.4461E+01     0.6914E-01     0.7112E+01    -0.4504E+02
     0.2521E-01     0.1564E+03     0.3159E+02     0.1375E+00     0.2754E-01     0.2233E-01     0.4550E+05     0.4471E+01     0.6956E-01     0.7128E+01    -0.4510E+02
     0.2531E-01     0.1565E+03     0.3158E+02     0.1374E+00     0.2754E-01     0.2242E-01     0.4531E+05     0.4482E+01     0.6997E-01     0.7144E+01    -0.4515E+02
     0.2541E-01     0.1567E+03     0.3157E+02     0.1374E+00     0.2754E-01     0.2251E-01     0.4511E+05     0.4492E+01     0.7039E-01     0.7161E+01    -0.4521E+02
     0.2551E-01     0.1569E+03     0.3156E+02     0.1373E+00     0.2754E-01     0.2259E-01     0.4492E+05     0.4503E+01     0.7081E-01     0.7177E+01    -0.4526E+02
     0.2561E-01     0.1570E+03     0.3154E+02     0.1372E+00     0.2754E-01     0.2268E-01     0.4473E+05     0.4513E+01     0.7122E-01     0.7193E+01    -0.4531E+02
     0.2571E-01     0.1572E+03     0.3153E+02     0.1371E+00     0.2754E-01     0.2277E-01     0.4454E+05     0.4524E+01     0.7164E-01     0.7209E+01    -0.4537E+02
     0.2581E-01     0.1574E+03     0.3152E+02     0.1371E+00     0.2754E-01     0.2285E-01     0.4435E+05     0.4534E+01     0.7206E-01     0.7225E+01    -0.4542E+02
     0.2591E-01     0.1575E+03     0.3151E+02     0.1370E+00     0.2754E-01     0.2294E-01     0.4417E+05     0.4545E+01     0.7248E-01     0.7241E+01    -0.4548E+02
     0.2601E-01     0.1577E+03     0.3150E+02     0.1369E+00     0.2754E-01     0.2303E-01     0.4398E+05     0.4555E+01     0.7291E-01     0.7257E+01    -0.4553E+02
