# H4_MM(GMSR) EOS. Reference paper: G.Grams, J.Margueron, R.Somasundaram, and S.Reddy, EPJA (2022) 58:56. https://doi.org/10.1140/epja/s10050-022-00706-w 
# Outer-Inner Crust Transition :
# nB_inner =   2.5282142292259004E-004 fm-3, rho =   7.1798191275380834      MeV/fm3, P =   5.4763060342489047E-004 MeV/fm3,  mu_cl_n =   2.6651916429173218E-004 MeV
# Crust-Core Transition:	
# nB_cc =   9.0609997736513612E-002 fm-3. rho =   18.131463559875652      MeV/fm3, P =  0.47616516763123967      MeV/fm3,  mu_cl_n_ =   9.0609997736513612E-002 MeV
#   nB(fm-3),        Acl,         Zcl,          ncl (fm-3),        Ye,        ng (fm-3),     V_WS (fm^3),  E/A-m_n (MeV),  P (MeV/fm^3),  mu_cl_n (MeV),     mu_cl_p (MeV)  
     0.2611E-01     0.1579E+03     0.3149E+02     0.1368E+00     0.2754E-01     0.2311E-01     0.4380E+05     0.4566E+01     0.7333E-01     0.7273E+01    -0.4558E+02
     0.2621E-01     0.1580E+03     0.3148E+02     0.1367E+00     0.2754E-01     0.2320E-01     0.4362E+05     0.4576E+01     0.7375E-01     0.7289E+01    -0.4564E+02
     0.2631E-01     0.1582E+03     0.3147E+02     0.1367E+00     0.2754E-01     0.2329E-01     0.4343E+05     0.4587E+01     0.7417E-01     0.7305E+01    -0.4569E+02
     0.2641E-01     0.1584E+03     0.3146E+02     0.1366E+00     0.2754E-01     0.2338E-01     0.4325E+05     0.4597E+01     0.7460E-01     0.7321E+01    -0.4575E+02
     0.2651E-01     0.1585E+03     0.3145E+02     0.1365E+00     0.2754E-01     0.2346E-01     0.4307E+05     0.4607E+01     0.7502E-01     0.7337E+01    -0.4580E+02
     0.2661E-01     0.1587E+03     0.3144E+02     0.1365E+00     0.2754E-01     0.2355E-01     0.4290E+05     0.4618E+01     0.7544E-01     0.7353E+01    -0.4585E+02
     0.2671E-01     0.1589E+03     0.3143E+02     0.1364E+00     0.2754E-01     0.2364E-01     0.4272E+05     0.4628E+01     0.7587E-01     0.7368E+01    -0.4591E+02
     0.2681E-01     0.1590E+03     0.3142E+02     0.1363E+00     0.2754E-01     0.2372E-01     0.4254E+05     0.4638E+01     0.7630E-01     0.7384E+01    -0.4596E+02
     0.2691E-01     0.1592E+03     0.3141E+02     0.1362E+00     0.2755E-01     0.2381E-01     0.4237E+05     0.4649E+01     0.7672E-01     0.7400E+01    -0.4601E+02
     0.2701E-01     0.1594E+03     0.3139E+02     0.1362E+00     0.2755E-01     0.2390E-01     0.4220E+05     0.4659E+01     0.7715E-01     0.7415E+01    -0.4607E+02
     0.2711E-01     0.1595E+03     0.3138E+02     0.1361E+00     0.2755E-01     0.2398E-01     0.4202E+05     0.4669E+01     0.7758E-01     0.7431E+01    -0.4612E+02
     0.2721E-01     0.1597E+03     0.3137E+02     0.1360E+00     0.2755E-01     0.2407E-01     0.4185E+05     0.4679E+01     0.7801E-01     0.7447E+01    -0.4617E+02
     0.2731E-01     0.1599E+03     0.3136E+02     0.1359E+00     0.2755E-01     0.2416E-01     0.4168E+05     0.4689E+01     0.7844E-01     0.7462E+01    -0.4623E+02
     0.2741E-01     0.1600E+03     0.3135E+02     0.1359E+00     0.2755E-01     0.2424E-01     0.4151E+05     0.4700E+01     0.7887E-01     0.7478E+01    -0.4628E+02
     0.2751E-01     0.1602E+03     0.3134E+02     0.1358E+00     0.2755E-01     0.2433E-01     0.4135E+05     0.4710E+01     0.7930E-01     0.7493E+01    -0.4633E+02
     0.2761E-01     0.1604E+03     0.3133E+02     0.1357E+00     0.2756E-01     0.2442E-01     0.4118E+05     0.4720E+01     0.7973E-01     0.7509E+01    -0.4638E+02
     0.2771E-01     0.1605E+03     0.3132E+02     0.1356E+00     0.2756E-01     0.2450E-01     0.4101E+05     0.4730E+01     0.8016E-01     0.7524E+01    -0.4644E+02
     0.2781E-01     0.1607E+03     0.3131E+02     0.1356E+00     0.2756E-01     0.2459E-01     0.4085E+05     0.4740E+01     0.8059E-01     0.7540E+01    -0.4649E+02
     0.2791E-01     0.1609E+03     0.3130E+02     0.1355E+00     0.2756E-01     0.2468E-01     0.4069E+05     0.4750E+01     0.8103E-01     0.7555E+01    -0.4654E+02
     0.2801E-01     0.1610E+03     0.3128E+02     0.1354E+00     0.2756E-01     0.2476E-01     0.4052E+05     0.4760E+01     0.8146E-01     0.7570E+01    -0.4659E+02
     0.2811E-01     0.1612E+03     0.3127E+02     0.1353E+00     0.2756E-01     0.2485E-01     0.4036E+05     0.4771E+01     0.8190E-01     0.7586E+01    -0.4665E+02
     0.2821E-01     0.1613E+03     0.3126E+02     0.1353E+00     0.2757E-01     0.2494E-01     0.4020E+05     0.4781E+01     0.8233E-01     0.7601E+01    -0.4670E+02
     0.2831E-01     0.1615E+03     0.3125E+02     0.1352E+00     0.2757E-01     0.2502E-01     0.4004E+05     0.4791E+01     0.8277E-01     0.7616E+01    -0.4675E+02
     0.2841E-01     0.1617E+03     0.3124E+02     0.1351E+00     0.2757E-01     0.2511E-01     0.3988E+05     0.4801E+01     0.8320E-01     0.7631E+01    -0.4680E+02
     0.2851E-01     0.1618E+03     0.3123E+02     0.1350E+00     0.2757E-01     0.2520E-01     0.3973E+05     0.4811E+01     0.8364E-01     0.7646E+01    -0.4685E+02
     0.2861E-01     0.1620E+03     0.3122E+02     0.1350E+00     0.2757E-01     0.2528E-01     0.3957E+05     0.4821E+01     0.8408E-01     0.7662E+01    -0.4691E+02
     0.2871E-01     0.1622E+03     0.3121E+02     0.1349E+00     0.2758E-01     0.2537E-01     0.3942E+05     0.4831E+01     0.8452E-01     0.7677E+01    -0.4696E+02
     0.2881E-01     0.1623E+03     0.3120E+02     0.1348E+00     0.2758E-01     0.2546E-01     0.3926E+05     0.4841E+01     0.8495E-01     0.7692E+01    -0.4701E+02
     0.2891E-01     0.1625E+03     0.3118E+02     0.1348E+00     0.2758E-01     0.2554E-01     0.3911E+05     0.4850E+01     0.8539E-01     0.7707E+01    -0.4706E+02
     0.2901E-01     0.1627E+03     0.3117E+02     0.1347E+00     0.2758E-01     0.2563E-01     0.3896E+05     0.4860E+01     0.8583E-01     0.7722E+01    -0.4711E+02
     0.2911E-01     0.1628E+03     0.3116E+02     0.1346E+00     0.2759E-01     0.2572E-01     0.3880E+05     0.4870E+01     0.8627E-01     0.7737E+01    -0.4716E+02
     0.2921E-01     0.1630E+03     0.3115E+02     0.1345E+00     0.2759E-01     0.2580E-01     0.3865E+05     0.4880E+01     0.8672E-01     0.7752E+01    -0.4721E+02
     0.2931E-01     0.1632E+03     0.3114E+02     0.1345E+00     0.2759E-01     0.2589E-01     0.3850E+05     0.4890E+01     0.8716E-01     0.7767E+01    -0.4727E+02
     0.2941E-01     0.1633E+03     0.3113E+02     0.1344E+00     0.2759E-01     0.2597E-01     0.3836E+05     0.4900E+01     0.8760E-01     0.7782E+01    -0.4732E+02
     0.2951E-01     0.1635E+03     0.3112E+02     0.1343E+00     0.2760E-01     0.2606E-01     0.3821E+05     0.4910E+01     0.8804E-01     0.7796E+01    -0.4737E+02
     0.2961E-01     0.1637E+03     0.3111E+02     0.1342E+00     0.2760E-01     0.2615E-01     0.3806E+05     0.4920E+01     0.8849E-01     0.7811E+01    -0.4742E+02
     0.2971E-01     0.1638E+03     0.3109E+02     0.1342E+00     0.2760E-01     0.2623E-01     0.3792E+05     0.4929E+01     0.8893E-01     0.7826E+01    -0.4747E+02
     0.2981E-01     0.1640E+03     0.3108E+02     0.1341E+00     0.2761E-01     0.2632E-01     0.3777E+05     0.4939E+01     0.8938E-01     0.7841E+01    -0.4752E+02
     0.2991E-01     0.1642E+03     0.3107E+02     0.1340E+00     0.2761E-01     0.2641E-01     0.3763E+05     0.4949E+01     0.8982E-01     0.7856E+01    -0.4757E+02
     0.3001E-01     0.1643E+03     0.3106E+02     0.1340E+00     0.2761E-01     0.2649E-01     0.3748E+05     0.4959E+01     0.9027E-01     0.7870E+01    -0.4762E+02
     0.3011E-01     0.1645E+03     0.3105E+02     0.1339E+00     0.2761E-01     0.2658E-01     0.3734E+05     0.4968E+01     0.9071E-01     0.7885E+01    -0.4767E+02
     0.3021E-01     0.1647E+03     0.3104E+02     0.1338E+00     0.2762E-01     0.2667E-01     0.3720E+05     0.4978E+01     0.9116E-01     0.7900E+01    -0.4772E+02
     0.3031E-01     0.1648E+03     0.3103E+02     0.1337E+00     0.2762E-01     0.2675E-01     0.3706E+05     0.4988E+01     0.9161E-01     0.7914E+01    -0.4777E+02
     0.3041E-01     0.1650E+03     0.3101E+02     0.1337E+00     0.2762E-01     0.2684E-01     0.3692E+05     0.4997E+01     0.9206E-01     0.7929E+01    -0.4783E+02
     0.3051E-01     0.1652E+03     0.3100E+02     0.1336E+00     0.2763E-01     0.2692E-01     0.3678E+05     0.5007E+01     0.9251E-01     0.7943E+01    -0.4788E+02
     0.3061E-01     0.1653E+03     0.3099E+02     0.1335E+00     0.2763E-01     0.2701E-01     0.3664E+05     0.5017E+01     0.9296E-01     0.7958E+01    -0.4793E+02
     0.3071E-01     0.1655E+03     0.3098E+02     0.1335E+00     0.2763E-01     0.2710E-01     0.3651E+05     0.5026E+01     0.9341E-01     0.7972E+01    -0.4798E+02
     0.3081E-01     0.1657E+03     0.3097E+02     0.1334E+00     0.2764E-01     0.2718E-01     0.3637E+05     0.5036E+01     0.9386E-01     0.7987E+01    -0.4803E+02
     0.3091E-01     0.1658E+03     0.3096E+02     0.1333E+00     0.2764E-01     0.2727E-01     0.3623E+05     0.5046E+01     0.9431E-01     0.8001E+01    -0.4808E+02
     0.3101E-01     0.1660E+03     0.3094E+02     0.1332E+00     0.2764E-01     0.2736E-01     0.3610E+05     0.5055E+01     0.9476E-01     0.8016E+01    -0.4813E+02
     0.3111E-01     0.1662E+03     0.3093E+02     0.1332E+00     0.2765E-01     0.2744E-01     0.3597E+05     0.5065E+01     0.9521E-01     0.8030E+01    -0.4818E+02
     0.3121E-01     0.1663E+03     0.3092E+02     0.1331E+00     0.2765E-01     0.2753E-01     0.3583E+05     0.5074E+01     0.9566E-01     0.8045E+01    -0.4823E+02
     0.3131E-01     0.1665E+03     0.3091E+02     0.1330E+00     0.2765E-01     0.2761E-01     0.3570E+05     0.5084E+01     0.9612E-01     0.8059E+01    -0.4828E+02
     0.3141E-01     0.1667E+03     0.3090E+02     0.1330E+00     0.2766E-01     0.2770E-01     0.3557E+05     0.5094E+01     0.9657E-01     0.8073E+01    -0.4833E+02
     0.3151E-01     0.1668E+03     0.3089E+02     0.1329E+00     0.2766E-01     0.2779E-01     0.3544E+05     0.5103E+01     0.9703E-01     0.8088E+01    -0.4838E+02
     0.3161E-01     0.1670E+03     0.3087E+02     0.1328E+00     0.2766E-01     0.2787E-01     0.3531E+05     0.5113E+01     0.9748E-01     0.8102E+01    -0.4843E+02
     0.3171E-01     0.1672E+03     0.3086E+02     0.1328E+00     0.2767E-01     0.2796E-01     0.3518E+05     0.5122E+01     0.9794E-01     0.8116E+01    -0.4848E+02
     0.3181E-01     0.1673E+03     0.3085E+02     0.1327E+00     0.2767E-01     0.2804E-01     0.3505E+05     0.5132E+01     0.9840E-01     0.8130E+01    -0.4852E+02
     0.3191E-01     0.1675E+03     0.3084E+02     0.1326E+00     0.2768E-01     0.2813E-01     0.3492E+05     0.5141E+01     0.9885E-01     0.8145E+01    -0.4857E+02
     0.3201E-01     0.1677E+03     0.3083E+02     0.1325E+00     0.2768E-01     0.2822E-01     0.3479E+05     0.5150E+01     0.9931E-01     0.8159E+01    -0.4862E+02
     0.3211E-01     0.1678E+03     0.3082E+02     0.1325E+00     0.2768E-01     0.2830E-01     0.3467E+05     0.5160E+01     0.9977E-01     0.8173E+01    -0.4867E+02
     0.3221E-01     0.1680E+03     0.3080E+02     0.1324E+00     0.2769E-01     0.2839E-01     0.3454E+05     0.5169E+01     0.1002E+00     0.8187E+01    -0.4872E+02
     0.3231E-01     0.1682E+03     0.3079E+02     0.1323E+00     0.2769E-01     0.2847E-01     0.3442E+05     0.5179E+01     0.1007E+00     0.8201E+01    -0.4877E+02
     0.3241E-01     0.1683E+03     0.3078E+02     0.1323E+00     0.2769E-01     0.2856E-01     0.3429E+05     0.5188E+01     0.1011E+00     0.8215E+01    -0.4882E+02
     0.3251E-01     0.1685E+03     0.3077E+02     0.1322E+00     0.2770E-01     0.2865E-01     0.3417E+05     0.5197E+01     0.1016E+00     0.8229E+01    -0.4887E+02
     0.3261E-01     0.1687E+03     0.3076E+02     0.1321E+00     0.2770E-01     0.2873E-01     0.3405E+05     0.5207E+01     0.1021E+00     0.8243E+01    -0.4892E+02
     0.3271E-01     0.1689E+03     0.3075E+02     0.1321E+00     0.2771E-01     0.2882E-01     0.3392E+05     0.5216E+01     0.1025E+00     0.8257E+01    -0.4897E+02
     0.3281E-01     0.1690E+03     0.3073E+02     0.1320E+00     0.2771E-01     0.2890E-01     0.3380E+05     0.5225E+01     0.1030E+00     0.8271E+01    -0.4902E+02
     0.3291E-01     0.1692E+03     0.3072E+02     0.1319E+00     0.2771E-01     0.2899E-01     0.3368E+05     0.5235E+01     0.1035E+00     0.8285E+01    -0.4906E+02
     0.3301E-01     0.1694E+03     0.3071E+02     0.1318E+00     0.2772E-01     0.2908E-01     0.3356E+05     0.5244E+01     0.1039E+00     0.8299E+01    -0.4911E+02
     0.3311E-01     0.1695E+03     0.3070E+02     0.1318E+00     0.2772E-01     0.2916E-01     0.3344E+05     0.5253E+01     0.1044E+00     0.8313E+01    -0.4916E+02
     0.3321E-01     0.1697E+03     0.3069E+02     0.1317E+00     0.2773E-01     0.2925E-01     0.3332E+05     0.5263E+01     0.1048E+00     0.8327E+01    -0.4921E+02
     0.3331E-01     0.1699E+03     0.3067E+02     0.1316E+00     0.2773E-01     0.2933E-01     0.3321E+05     0.5272E+01     0.1053E+00     0.8340E+01    -0.4926E+02
     0.3341E-01     0.1700E+03     0.3066E+02     0.1316E+00     0.2774E-01     0.2942E-01     0.3309E+05     0.5281E+01     0.1058E+00     0.8354E+01    -0.4931E+02
     0.3351E-01     0.1702E+03     0.3065E+02     0.1315E+00     0.2774E-01     0.2951E-01     0.3297E+05     0.5290E+01     0.1062E+00     0.8368E+01    -0.4936E+02
     0.3361E-01     0.1704E+03     0.3064E+02     0.1314E+00     0.2774E-01     0.2959E-01     0.3286E+05     0.5300E+01     0.1067E+00     0.8382E+01    -0.4940E+02
     0.3371E-01     0.1705E+03     0.3063E+02     0.1314E+00     0.2775E-01     0.2968E-01     0.3274E+05     0.5309E+01     0.1072E+00     0.8396E+01    -0.4945E+02
     0.3381E-01     0.1707E+03     0.3061E+02     0.1313E+00     0.2775E-01     0.2976E-01     0.3263E+05     0.5318E+01     0.1076E+00     0.8409E+01    -0.4950E+02
     0.3391E-01     0.1709E+03     0.3060E+02     0.1312E+00     0.2776E-01     0.2985E-01     0.3251E+05     0.5327E+01     0.1081E+00     0.8423E+01    -0.4955E+02
     0.3401E-01     0.1710E+03     0.3059E+02     0.1312E+00     0.2776E-01     0.2994E-01     0.3240E+05     0.5336E+01     0.1086E+00     0.8437E+01    -0.4960E+02
     0.3411E-01     0.1712E+03     0.3058E+02     0.1311E+00     0.2777E-01     0.3002E-01     0.3229E+05     0.5345E+01     0.1091E+00     0.8450E+01    -0.4965E+02
     0.3421E-01     0.1714E+03     0.3057E+02     0.1310E+00     0.2777E-01     0.3011E-01     0.3217E+05     0.5355E+01     0.1095E+00     0.8464E+01    -0.4969E+02
     0.3431E-01     0.1716E+03     0.3055E+02     0.1309E+00     0.2778E-01     0.3019E-01     0.3206E+05     0.5364E+01     0.1100E+00     0.8477E+01    -0.4974E+02
     0.3441E-01     0.1717E+03     0.3054E+02     0.1309E+00     0.2778E-01     0.3028E-01     0.3195E+05     0.5373E+01     0.1105E+00     0.8491E+01    -0.4979E+02
     0.3451E-01     0.1719E+03     0.3053E+02     0.1308E+00     0.2778E-01     0.3036E-01     0.3184E+05     0.5382E+01     0.1109E+00     0.8505E+01    -0.4984E+02
     0.3461E-01     0.1721E+03     0.3052E+02     0.1307E+00     0.2779E-01     0.3045E-01     0.3173E+05     0.5391E+01     0.1114E+00     0.8518E+01    -0.4988E+02
     0.3471E-01     0.1722E+03     0.3051E+02     0.1307E+00     0.2779E-01     0.3054E-01     0.3162E+05     0.5400E+01     0.1119E+00     0.8532E+01    -0.4993E+02
     0.3481E-01     0.1724E+03     0.3049E+02     0.1306E+00     0.2780E-01     0.3062E-01     0.3151E+05     0.5409E+01     0.1124E+00     0.8545E+01    -0.4998E+02
     0.3491E-01     0.1726E+03     0.3048E+02     0.1305E+00     0.2780E-01     0.3071E-01     0.3140E+05     0.5418E+01     0.1128E+00     0.8559E+01    -0.5003E+02
     0.3501E-01     0.1727E+03     0.3047E+02     0.1305E+00     0.2781E-01     0.3079E-01     0.3130E+05     0.5427E+01     0.1133E+00     0.8572E+01    -0.5007E+02
     0.3511E-01     0.1729E+03     0.3046E+02     0.1304E+00     0.2781E-01     0.3088E-01     0.3119E+05     0.5436E+01     0.1138E+00     0.8585E+01    -0.5012E+02
     0.3521E-01     0.1731E+03     0.3044E+02     0.1303E+00     0.2782E-01     0.3096E-01     0.3108E+05     0.5445E+01     0.1143E+00     0.8599E+01    -0.5017E+02
     0.3531E-01     0.1733E+03     0.3043E+02     0.1303E+00     0.2782E-01     0.3105E-01     0.3098E+05     0.5454E+01     0.1147E+00     0.8612E+01    -0.5022E+02
     0.3541E-01     0.1734E+03     0.3042E+02     0.1302E+00     0.2783E-01     0.3114E-01     0.3087E+05     0.5463E+01     0.1152E+00     0.8625E+01    -0.5026E+02
     0.3551E-01     0.1736E+03     0.3041E+02     0.1301E+00     0.2783E-01     0.3122E-01     0.3077E+05     0.5472E+01     0.1157E+00     0.8639E+01    -0.5031E+02
     0.3561E-01     0.1738E+03     0.3040E+02     0.1301E+00     0.2784E-01     0.3131E-01     0.3066E+05     0.5481E+01     0.1162E+00     0.8652E+01    -0.5036E+02
     0.3571E-01     0.1739E+03     0.3038E+02     0.1300E+00     0.2784E-01     0.3139E-01     0.3056E+05     0.5490E+01     0.1166E+00     0.8665E+01    -0.5041E+02
     0.3581E-01     0.1741E+03     0.3037E+02     0.1299E+00     0.2785E-01     0.3148E-01     0.3046E+05     0.5499E+01     0.1171E+00     0.8679E+01    -0.5045E+02
     0.3591E-01     0.1743E+03     0.3036E+02     0.1299E+00     0.2785E-01     0.3156E-01     0.3035E+05     0.5508E+01     0.1176E+00     0.8692E+01    -0.5050E+02
     0.3601E-01     0.1745E+03     0.3035E+02     0.1298E+00     0.2786E-01     0.3165E-01     0.3025E+05     0.5517E+01     0.1181E+00     0.8705E+01    -0.5055E+02
     0.3611E-01     0.1746E+03     0.3033E+02     0.1297E+00     0.2786E-01     0.3173E-01     0.3015E+05     0.5526E+01     0.1186E+00     0.8718E+01    -0.5059E+02
     0.3621E-01     0.1748E+03     0.3032E+02     0.1297E+00     0.2787E-01     0.3182E-01     0.3005E+05     0.5534E+01     0.1191E+00     0.8732E+01    -0.5064E+02
     0.3631E-01     0.1750E+03     0.3031E+02     0.1296E+00     0.2787E-01     0.3191E-01     0.2995E+05     0.5543E+01     0.1195E+00     0.8745E+01    -0.5069E+02
     0.3641E-01     0.1752E+03     0.3030E+02     0.1295E+00     0.2788E-01     0.3199E-01     0.2985E+05     0.5552E+01     0.1200E+00     0.8758E+01    -0.5073E+02
     0.3651E-01     0.1753E+03     0.3028E+02     0.1295E+00     0.2788E-01     0.3208E-01     0.2975E+05     0.5561E+01     0.1205E+00     0.8771E+01    -0.5078E+02
     0.3661E-01     0.1755E+03     0.3027E+02     0.1294E+00     0.2789E-01     0.3216E-01     0.2965E+05     0.5570E+01     0.1210E+00     0.8784E+01    -0.5083E+02
     0.3671E-01     0.1757E+03     0.3026E+02     0.1293E+00     0.2789E-01     0.3225E-01     0.2955E+05     0.5579E+01     0.1215E+00     0.8797E+01    -0.5087E+02
     0.3681E-01     0.1758E+03     0.3025E+02     0.1293E+00     0.2790E-01     0.3233E-01     0.2945E+05     0.5587E+01     0.1220E+00     0.8810E+01    -0.5092E+02
     0.3691E-01     0.1760E+03     0.3023E+02     0.1292E+00     0.2790E-01     0.3242E-01     0.2936E+05     0.5596E+01     0.1224E+00     0.8823E+01    -0.5097E+02
     0.3701E-01     0.1762E+03     0.3022E+02     0.1291E+00     0.2791E-01     0.3250E-01     0.2926E+05     0.5605E+01     0.1229E+00     0.8836E+01    -0.5101E+02
     0.3711E-01     0.1764E+03     0.3021E+02     0.1291E+00     0.2792E-01     0.3259E-01     0.2916E+05     0.5614E+01     0.1234E+00     0.8849E+01    -0.5106E+02
     0.3721E-01     0.1765E+03     0.3020E+02     0.1290E+00     0.2792E-01     0.3267E-01     0.2907E+05     0.5623E+01     0.1239E+00     0.8862E+01    -0.5111E+02
     0.3731E-01     0.1767E+03     0.3019E+02     0.1289E+00     0.2793E-01     0.3276E-01     0.2897E+05     0.5631E+01     0.1244E+00     0.8875E+01    -0.5115E+02
     0.3741E-01     0.1769E+03     0.3017E+02     0.1289E+00     0.2793E-01     0.3285E-01     0.2888E+05     0.5640E+01     0.1249E+00     0.8888E+01    -0.5120E+02
     0.3751E-01     0.1771E+03     0.3016E+02     0.1288E+00     0.2794E-01     0.3293E-01     0.2878E+05     0.5649E+01     0.1254E+00     0.8901E+01    -0.5124E+02
     0.3761E-01     0.1772E+03     0.3015E+02     0.1287E+00     0.2794E-01     0.3302E-01     0.2869E+05     0.5657E+01     0.1259E+00     0.8914E+01    -0.5129E+02
     0.3771E-01     0.1774E+03     0.3014E+02     0.1287E+00     0.2795E-01     0.3310E-01     0.2859E+05     0.5666E+01     0.1263E+00     0.8927E+01    -0.5134E+02
     0.3781E-01     0.1776E+03     0.3012E+02     0.1286E+00     0.2795E-01     0.3319E-01     0.2850E+05     0.5675E+01     0.1268E+00     0.8940E+01    -0.5138E+02
     0.3791E-01     0.1778E+03     0.3011E+02     0.1285E+00     0.2796E-01     0.3327E-01     0.2841E+05     0.5683E+01     0.1273E+00     0.8952E+01    -0.5143E+02
     0.3801E-01     0.1779E+03     0.3010E+02     0.1285E+00     0.2796E-01     0.3336E-01     0.2832E+05     0.5692E+01     0.1278E+00     0.8965E+01    -0.5147E+02
     0.3811E-01     0.1781E+03     0.3008E+02     0.1284E+00     0.2797E-01     0.3344E-01     0.2822E+05     0.5701E+01     0.1283E+00     0.8978E+01    -0.5152E+02
     0.3821E-01     0.1783E+03     0.3007E+02     0.1283E+00     0.2798E-01     0.3353E-01     0.2813E+05     0.5709E+01     0.1288E+00     0.8991E+01    -0.5157E+02
